flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub
373.170842765,382.21086158,308.0,7.1356164075e-16,-1.12556400485,378.0,,2.40521948442,,-3.44057373256,536.79473877,-7.08758188908e-16,4.9547521379e-16,0.054798008151,3.46389145995,750688316.988,400.803968152,1.01313733392,750688312.429,3.42203220656,,0.0577114017724,750688308.014,1.10988823091,0.640231715284,15.9122285874,8.03154576377,311.736419674,119.781684875,750688306.995,750688316.995,,9.57140703305e-15,,32.0,,311.825439447,46.4631409371,7.04938634552e-16,-2.31866184999e-16
274.484440006,254.475912225,213.0,9.04549267319e-16,3.74172909576,278.0,18.6473191474,3.09824723996,,-0.442488756467,535.257995605,-9.11526838321e-17,6.38238931432e-16,0.0636321889981,4.39101586077,750688326.942,276.850605047,1.01297815837,750688320.726,4.30099330912,,0.0675949593292,750688316.996,1.10996818699,0.64029521295,15.8040626586,5.34740150073,215.32824837,120.59979248,750688316.995,750688326.995,,1.05740694118e-14,0.830826845575,32.0,,310.41778515,51.3304340378,8.86004621679e-16,7.70796193726e-16
435.239661819,423.855205824,298.0,6.63444236128e-16,1.27819951211,440.0,19.8135033814,2.3423435699,18.2587780731,5.35166316181,532.418579102,1.10244261133e-15,4.825227754e-16,0.0508339241485,3.220603088,750688336.987,387.574353555,1.01115281459,750688331.997,3.29084120825,0.511517201911,0.0533313652123,750688327.04,1.11081561449,0.641200151635,15.8574629278,8.90663459618,301.446719432,125.972961426,750688326.995,750688336.995,,1.00665823175e-14,1.38306595291,32.0,0.999732695673,304.34437396,48.8669044541,6.77913288899e-16,2.63309099495e-16
428.387665237,423.714815279,299.0,6.6122959302e-16,0.524822049784,433.0,20.7799698172,2.32460258036,18.4491337505,4.49103562194,531.969299316,9.2515333812e-16,4.78868131555e-16,0.0512294467465,3.2098523933,750688346.994,388.400900914,1.01099675387,750688341.919,3.27850727405,0.585485770516,0.0537668807208,750688337.017,1.110910892,0.63916370467,15.8743320143,8.90368451497,302.0895896,129.335281372,750688336.995,750688346.995,,9.91138656031e-15,2.15037964684,32.0,1.36183813731,301.123373175,48.1135269918,6.75372498455e-16,1.08113342256e-16
400.835062571,423.868066026,319.0,6.60430649757e-16,-2.58597165773,405.0,,2.24779157924,,-1.54210142581,530.613830566,-3.17672893716e-16,4.63045065323e-16,0.0529193629723,3.20597402795,750688356.982,414.570413213,1.01060847005,750688352.139,3.22420026256,,0.0556314331126,750688346.995,1.11138421465,0.63904646689,15.9469027703,8.90690483262,322.443654721,130.474609375,750688346.995,750688356.995,,9.27056305656e-15,,32.0,,299.50610833,45.0027332843,6.64185254087e-16,-5.32710161493e-16
392.972540672,424.584218555,357.0,6.75672612594e-16,-3.54313407264,397.0,,2.22188276843,,-7.89270526471,529.626708984,-1.62589728453e-15,4.57707850297e-16,0.0534333881365,3.27996413881,750688366.992,463.390891018,1.01046188363,750688361.919,3.20478570834,,0.0561997900618,750688357.005,1.11185904667,0.639557611214,15.970244392,8.92195362475,360.415137458,130.271484375,750688356.995,750688366.995,,9.07338759909e-15,,32.0,,299.26001374,44.0455708694,6.60185855918e-16,-7.29885618963e-16
409.183510733,424.058021934,364.0,6.86596566631e-16,-1.66924969723,413.0,,2.27006171954,,-7.15083575448,529.541381836,-1.47307216542e-15,4.67632714225e-16,0.0523896145874,3.3329930419,750688376.969,472.903867673,1.00954546485,750688371.78,3.23939611946,,0.0550462834227,750688366.995,1.11041994508,0.641491868325,15.9250081818,8.91089645014,367.814119301,127.853019714,750688366.995,750688376.995,,9.45940778042e-15,,32.0,,301.404957634,45.9194552448,6.67315600609e-16,-3.4386543763e-16
460.297789766,423.971215567,365.0,7.06889320171e-16,4.07748110627,465.0,18.5540201067,2.40816898474,,-1.57376267249,529.392456055,-3.24195110533e-16,4.96082810857e-16,0.0494623615897,3.43150155423,750688386.977,474.318555283,1.01043081679,750688382.016,3.33779542726,,0.0518236966306,750688377.014,1.11118737229,0.640050532843,15.7969839913,8.90907235412,368.914431887,127.517532349,750688376.995,750688386.995,1.85336186723,1.06432343259e-14,0.649338485544,32.0,,301.644000208,51.6661860483,6.87585858016e-16,8.39961107892e-16
412.131976535,423.914952181,324.0,6.67121513174e-16,-1.32275719093,416.0,,2.27899465751,,-0.890349596652,530.361938477,-1.8341201691e-16,4.69472899448e-16,0.0522063178623,3.23845394745,750688396.994,420.063112866,1.00972097408,750688392.079,3.24593993458,,0.0548439573088,750688387.015,1.11028684518,0.640248856783,15.9168463424,8.90789006967,326.715754451,125.695503235,750688386.995,750688396.995,,9.53078523672e-15,,32.0,,303.705765419,46.2659477511,6.68663626524e-16,-2.72487981332e-16
447.163699633,423.97496646,334.0,6.86138842006e-16,2.60279938272,452.0,19.0413982623,2.37354211531,19.6079844877,1.54456505493,530.973876953,3.18180401316e-16,4.88949675754e-16,0.0501671000455,3.3307710777,750688406.98,433.402936062,1.01111758676,750688401.989,3.31289229698,1.24799589707,0.0525978699047,750688396.995,1.11110829584,0.64001740694,15.8284244689,8.90915117309,337.091172493,125.038215637,750688396.995,750688406.995,,1.03394498909e-14,0.891412089573,32.0,,304.562209251,50.1915043247,6.82455813177e-16,5.3617667284e-16
