flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub
359.997337712,369.116273711,268.0,6.81861675975e-16,-1.14343719575,352.0,,2.37912791365,18.9218871431,2.90566232793,691.611083984,5.98566439553e-16,4.90100350213e-16,0.0557665312217,3.3100081358,750688168.985,336.824618736,0.978179462765,750688164.416,3.38583469484,0.825607096576,0.0587866840599,750688160.044,0.0948262289953,0.11077689606,15.9435814075,7.97502130699,261.974703461,414.74041748,750688158.995,750688168.995,,9.29896594806e-15,,32.0,,291.983397148,45.1406113983,6.97481947137e-16,-2.35548062323e-16
429.946611838,410.046793165,300.0,6.60399168706e-16,2.24619284884,420.0,19.2013823994,2.34048135926,18.1327540012,6.01033113078,692.532714844,1.23812821294e-15,4.82139160008e-16,0.0511386410382,3.20582120731,750688178.971,376.698957821,0.977230671004,750688174.073,3.27141664668,0.464128113216,0.0536668637914,750688169.008,0.094147285393,0.110191004403,15.86496887,8.85935447784,292.988078305,412.918334961,750688168.995,750688178.995,,9.99722973724e-15,0.975759800307,32.0,0.827603546135,292.817814745,48.5302414429,6.73911829216e-16,4.62715726862e-16
408.776853314,410.094999681,300.0,6.5168993191e-16,-0.148768335533,400.0,,2.28186535731,18.6905537912,3.59565888013,691.188842773,7.40705729308e-16,4.70064263606e-16,0.0524150482416,3.16354335879,750688188.986,376.917891705,0.978878757564,750688183.865,3.22964537927,0.685292393566,0.0550743632107,750688178.997,0.0958791806482,0.112222936024,15.9199170921,8.86039601415,293.158360215,411.759857178,750688178.995,750688188.995,,9.50386773326e-15,,32.0,2.30044654332,291.426210895,46.1352802585,6.65306948129e-16,-3.06462771197e-17
425.662136367,410.181771412,285.0,6.50468104966e-16,1.74677183084,417.0,19.4744095508,2.32802422281,17.8637391958,7.7002410689,691.095336914,1.58624966019e-15,4.795729899e-16,0.0513893820389,3.15761216003,750688198.988,357.420514947,0.979962666451,750688193.941,3.2622525199,0.373099112707,0.0539430824097,750688189.004,0.0964425483529,0.110292924227,15.8761999875,8.8622707795,277.993733848,413.151763916,750688188.995,750688198.995,,9.89434900753e-15,1.14379240817,32.0,0.57299265328,291.392285531,48.0308204249,6.72024019099e-16,3.59834997153e-16
415.382704547,410.248739384,321.0,6.65015496318e-16,0.579211269316,407.0,20.6729074924,2.29936698057,19.751331023,1.3535290799,690.781616211,2.78826990459e-16,4.73669597998e-16,0.0520064614797,3.22823056465,750688208.993,403.385404924,0.980187469837,750688203.77,3.24173267092,1.32391177976,0.0546234342252,750688199.009,0.0956857930787,0.110203436037,15.9029187616,8.86371767047,313.74420383,413.078308105,750688198.995,750688208.995,,9.65383153186e-15,2.04833415713,32.0,,291.075575185,46.8632598634,6.67796930209e-16,1.19317521479e-16
391.166703398,410.091091045,315.0,6.52246658445e-16,-2.13586029202,384.0,,2.2321940504,,-0.52924976159,690.019287109,-1.09025450888e-16,4.59831974383e-16,0.0535535958091,3.16624591478,750688218.988,395.856021181,0.98199876719,750688214.208,3.19475192048,,0.0563327853028,750688208.997,0.0950529323373,0.110182055336,15.9677177844,8.86031156526,307.888016474,412.884246826,750688208.995,750688218.995,,9.09452679022e-15,,32.0,,290.305340481,44.1481883021,6.58118895619e-16,-4.39987220156e-16
475.691426528,410.066075771,334.0,6.95842552137e-16,7.40711583544,467.0,17.9058771591,2.46172854067,18.0830449865,6.29190280831,688.654602051,1.29613197851e-15,5.07116079378e-16,0.0486732824289,3.37787646668,750688228.983,419.946607911,0.98202973618,750688223.895,3.35919270469,0.466586388655,0.0509581229055,750688219.006,0.0957407541251,0.111349837644,15.7552429429,8.85977109236,326.625139486,412.051361084,750688218.995,750688228.995,0.656042199077,1.10603798725e-14,0.40604421316,32.0,0.835721330276,288.906065338,53.6911644295,6.91993697167e-16,1.5258658621e-15
400.638643851,410.059300801,299.0,6.4783724703e-16,-1.0633246051,393.0,,2.2592333619,18.9545549137,2.81953853486,689.486022949,5.80824938181e-16,4.65402072552e-16,0.0529320225149,3.144841005,750688238.957,375.658590564,0.981250046592,750688234.164,3.21376569067,0.813468093094,0.0556454239485,750688229.039,0.09498203511,0.109931406124,15.9416562221,8.85962471429,292.178903772,411.497344971,750688228.995,750688238.995,,9.31546914173e-15,,32.0,,289.714249605,45.220723989,6.62035732278e-16,-2.1904486865e-16
401.43862503,410.194018473,313.0,6.55283926544e-16,-0.987910689405,393.0,,2.2607450885,20.1764877277,0.914965900669,690.568237305,1.88482975538e-16,4.65713488232e-16,0.0528805195138,3.18098993468,750688248.901,393.329707358,0.979314291393,750688243.927,3.21456173483,1.62737589078,0.0555885069708,750688239.002,0.0939484850267,0.109881054045,15.9398470644,8.86253538602,305.923105723,410.840637207,750688238.995,750688248.995,,9.33100440836e-15,,32.0,,290.770390421,45.2961379047,6.62199717375e-16,-2.03509602017e-16
371.45221256,410.143206198,336.0,6.5489599514e-16,-4.36622087762,364.0,,2.17494006506,,-5.72441154473,689.787963867,-1.17922877821e-15,4.48037653401e-16,0.0549214818866,3.17910677252,750688258.99,422.178727977,0.980251125904,750688254.03,3.15490888643,,0.0578483733446,750688249.069,0.0957919888742,0.112463216961,16.0240030791,8.86143755045,328.361232871,410.028594971,750688248.995,750688258.995,,8.63507250959e-15,,32.0,,289.961440056,41.9178277165,6.49911230605e-16,-8.9944150079e-16
435.786157873,410.150241744,318.0,6.71579905847e-16,2.89292524322,426.0,18.9266569723,2.35572767863,18.529416358,4.17093533562,693.16973877,8.59212679139e-16,4.85279901799e-16,0.0508027745415,3.26009663033,750688268.971,398.825040854,0.977908450683,750688264.26,3.28214093183,0.627039181807,0.0532970800981,750688259.037,0.0946130921334,0.109160364692,15.850595499,8.86158955845,310.197253997,411.180664062,750688258.995,750688268.995,,1.01304566105e-14,0.823261012463,32.0,1.65197994871,293.382860745,49.1769738373,6.76121031956e-16,5.95942600104e-16
164.568103687,164.105645342,129.0,1.04990128697e-15,0.130430884705,161.0,22.2915488998,3.61810071552,20.421678561,0.730009607151,692.824035645,1.50381979073e-16,7.45328747397e-16,0.0814985394636,5.09660818919,750688272.924,161.979767071,0.978686147433,750688270.845,5.11317113865,2.25521988844,0.0881161545977,750688269.012,0.0956860870006,0.111606888005,15.9133662891,3.54561993444,125.984263278,410.43069458,750688268.995,750688278.995,,9.56138277263e-15,4.01062320573,36.0,,293.009752808,46.4144794788,1.05331325456e-15,2.68687622491e-17
86.0448419081,88.0223168989,78.0,1.53033090784e-15,-1.12074984807,74.0,,5.25726791358,22.0682932236,0.160207450997,186.15763855,3.30027349054e-17,1.0829971902e-15,0.111157980224,7.42879081477,875248748.975,85.7621684567,0.860316852244,875248748.057,7.47749462164,4.18875435752,0.123850137281,875248747.0,0.0961082722695,0.109879990764,15.859693675,1.76442137752,66.7039087997,599.615905762,875248738.995,875248748.995,,1.00459208095e-14,,36.0,,292.532161281,48.7666058712,1.54036389206e-15,-2.30874468703e-16
436.375862744,440.594948203,290.0,6.41364408165e-16,-0.477715457118,373.0,,2.36527331276,17.277798881,13.2093195859,187.279449463,2.7211198347e-15,4.87246302428e-16,0.050769226745,3.11341945711,875248758.95,319.713846992,0.855020060681,875248754.172,3.35307710873,0.229781474645,0.0532601577044,875248749.03,0.0963340218854,0.110168145418,15.8454707702,8.8317959902,248.666325438,599.435852051,875248748.995,875248758.995,,1.0178385894e-14,,32.0,0.291838504611,291.589937591,49.4096402621,6.90733884398e-16,-9.84093841662e-17
425.555832461,440.42895869,275.0,6.29913375103e-16,-1.68467791276,363.0,,2.33664583659,17.2258891305,13.8562065248,189.095275879,2.85437854411e-15,4.81349042338e-16,0.0513956506361,3.05783191798,875248768.93,303.226746801,0.85327739852,875248764.052,3.33326429712,0.216507413789,0.0539499896726,875248759.05,0.0952676165162,0.110551445276,15.8723220868,8.82846870394,235.84302529,600.385070801,875248758.995,875248768.995,,9.92975162813e-15,,32.0,0.270714895741,290.920915811,48.2026778065,6.86652445207e-16,-3.47043650029e-16
453.514489865,440.554504057,293.0,6.50069727803e-16,1.46755830698,388.0,19.6635115874,2.41149531654,17.1566826303,14.7681790078,190.202606201,3.04224487561e-15,4.96768035208e-16,0.0498225691471,3.1556782903,875248778.985,323.096918422,0.855781716928,875248774.086,3.38591737538,0.210261324289,0.0522192621225,875248769.015,0.0943600343721,0.109931344557,15.8035449838,8.83098528085,251.297603217,601.666015625,875248768.995,875248778.995,,1.05791122894e-14,1.29864373238,32.0,0.261002985103,291.005375041,51.3549140262,6.97498979328e-16,3.02317011238e-16
457.773688373,440.678925976,329.0,6.6821614368e-16,1.93522413334,392.0,19.3631718218,2.42210862367,17.5066384187,10.6990355981,191.819259644,2.2040013332e-15,4.98954376477e-16,0.0495954750139,3.24376768777,875248788.965,363.26397848,0.856550623068,875248784.031,3.39324947705,0.287513668965,0.0519698443797,875248779.025,0.0955058698144,0.11074225918,15.7937024265,8.83347933806,282.538649929,602.543273926,875248778.995,875248788.995,,1.06754514496e-14,1.0996788699,32.0,0.392203444421,290.453091683,51.8225798526,6.99009392272e-16,3.98656171468e-16
451.631333492,440.926646366,294.0,6.48845036742e-16,1.21115051429,387.0,19.8720047052,2.40445233426,17.1756519991,14.5123986687,191.872299194,2.98955412575e-15,4.95317180858e-16,0.0499239835735,3.14973318807,875248798.96,323.364297016,0.857156383416,875248793.998,3.38019969426,0.213259805822,0.0523306810665,875248789.075,0.095701623748,0.110865358336,15.8089794886,8.83844493277,251.505564346,603.792236328,875248788.995,875248798.995,,1.05262922841e-14,1.44685575557,32.0,0.265647448001,291.287513344,51.0985062335,6.96321137018e-16,2.49497005943e-16
452.005650368,441.131675713,332.0,6.66405446716e-16,1.22973223536,388.0,19.8554736063,2.4043305405,17.6135055909,9.69611513106,190.668579102,1.997399717e-15,4.95292091342e-16,0.0499037756251,3.23497789668,875248808.99,366.267221181,0.85865990368,875248804.088,3.37972497491,0.312593681113,0.0523084778646,875248799.015,0.0935168191457,0.110857565078,15.8085847377,8.84255477873,284.874505363,606.399230957,875248798.995,875248808.995,,1.05301201186e-14,1.43459807569,32.0,0.440721995242,293.973274831,51.1170879546,6.96223344831e-16,2.53324840484e-16
