flat_counts,mcat_bg,bg_counts,flux_bgsub_err,cps_mcatbgsub,counts,mag_mcatbgsub,cps_err,mag_bgsub,cps_bgsub,detys,flux_bgsub,flux_err,mag_err_1,cps_bgsub_err,t1_data,bg,responses,t_mean,cps_mcatbgsub_err,mag_bgsub_err_1,mag_err_2,t0_data,racent,deccent,mag,exptime,bg_flat_counts,detxs,t0,t1,mag_mcatbgsub_err_2,flux,mag_mcatbgsub_err_1,flags,mag_bgsub_err_2,detrad,cps,flux_mcatbgsub_err,flux_mcatbgsub
462.472373391,376.500650656,305.0,7.59668581761e-16,10.8736900445,456.0,17.4890576269,2.71997064574,17.639578432,9.46604636204,436.00390625,1.95000555058e-15,5.60313953023e-16,0.0493485426744,3.68771156195,750055622.981,387.630042048,0.986304206143,750055618.568,3.66349259742,0.357203044603,0.0516987624954,750055614.021,1.68889461979,25.1249904977,15.6622322141,7.90639813928,301.490032704,114.401756287,750055612.995,750055622.995,0.446074478637,1.20496472907e-14,0.315258244031,32.0,0.535914814191,287.858712005,58.4934334502,7.54679475068e-16,2.23998014916e-15
494.301586201,417.584304758,288.0,6.86898409009e-16,8.72714859946,488.0,17.7278190728,2.52915338188,17.1601562395,14.7210064909,435.095733643,3.03252733712e-15,5.21005596668e-16,0.0477682833977,3.33445829616,750055632.968,364.894416698,0.987496567582,750055628.205,3.43517933261,0.221677921004,0.0499670138314,750055623.066,1.68873345434,25.125518176,15.7050720745,8.79064686125,283.806768543,114.80316925,750055622.995,750055632.995,0.543137643804,1.15834623282e-14,0.360360845531,32.0,0.27886353878,287.348121256,56.2303996513,7.07646942517e-16,1.79779261149e-15
499.284409131,417.215505291,344.0,7.17451098662e-16,9.34418710042,492.0,17.6536461855,2.54411591907,17.9425489596,7.16111117586,434.891906738,1.47518890223e-15,5.24087879329e-16,0.0475344789044,3.4827723236,750055642.931,436.389206139,0.985670075801,750055638.083,3.4469033604,0.430299240609,0.0497112441532,750055633.03,1.68836129727,25.1257560482,15.6932227554,8.78288319333,339.413826997,115.725212097,750055632.995,750055642.995,0.499723755073,1.17105722594e-14,0.340915111342,32.0,0.723321704474,286.408100781,56.8474381522,7.10062092241e-16,1.92490254269e-15
498.874074602,417.147843025,318.0,7.04828786275e-16,9.3066804995,491.0,17.6580129882,2.54348276077,17.4945971338,10.8183529555,434.477172852,2.22858070883e-15,5.23957448719e-16,0.047553602104,3.4214989625,750055652.976,403.873153601,0.984515990404,750055648.319,3.4465633332,0.298360816442,0.0497321595859,750055643.002,1.68785414032,25.125568116,15.693939335,8.78145882206,314.123563912,116.34211731,750055642.995,750055652.995,0.502221263537,1.17028458996e-14,0.342064646051,32.0,0.412785250617,285.745463412,56.8099315513,7.09992046638e-16,1.9171761829e-15
473.060123066,417.083390037,283.0,6.76620076641e-16,6.37540804948,466.0,18.0687300339,2.4771859522,17.2922689686,13.0344410589,433.322021484,2.68509485813e-15,5.10300306152e-16,0.0488054691545,3.28456347884,750055662.954,358.616400927,0.985329936932,750055657.941,3.39805539102,0.244003126588,0.0511030320612,750055653.005,1.68833923225,25.1262927082,15.7514580532,8.7801020099,278.923867387,116.676368713,750055652.995,750055662.995,0.826694269666,1.10990037749e-14,0.463851265768,32.0,0.315233124594,285.276422372,53.8786591013,6.99999410551e-16,1.31333405819e-15
485.791405901,417.105587539,289.0,6.85335065381e-16,7.82247893777,478.0,17.8466389938,2.510164823,17.2567744003,13.4676009581,433.222015381,2.77432579738e-15,5.17093953537e-16,0.0481757657517,3.32686924942,750055672.964,367.538202467,0.984241530204,750055668.045,3.42212941173,0.239690171075,0.0504130536487,750055663.0,1.68888840083,25.1249206206,15.7226821178,8.78056929375,285.863046363,116.043701172,750055662.995,750055672.995,0.624643069961,1.13971003779e-14,0.393999827643,32.0,0.30805236759,285.893130295,55.3257299896,7.04958658817e-16,1.61143066118e-15
518.956685345,417.244388788,320.0,7.13247990225e-16,11.5799394508,511.0,17.4207342786,2.59357244681,17.3060617998,12.8699031899,431.611724854,2.65120005712e-15,5.34275924042e-16,0.0466440820664,3.46236888459,750055682.984,405.914003605,0.984943020214,750055677.974,3.48351268043,0.258678315079,0.0487382522682,750055673.003,1.68930975084,25.1264241857,15.6513401519,8.78349122533,315.710891693,115.533943176,750055672.995,750055682.995,0.388532240956,1.21711372435e-14,0.285545557824,32.0,0.340248673447,286.217117994,59.0831905026,7.17603612169e-16,2.38546752687e-15
487.36535921,417.400306184,325.0,7.03034091858e-16,7.96254202381,480.0,17.8273706565,2.51245272359,17.7448865478,8.59103287388,431.935211182,1.76975277202e-15,5.1756526106e-16,0.0480996100212,3.41278685368,750055692.952,411.877899455,0.985146156885,750055688.137,3.4232500682,0.363185209299,0.05032966514,750055683.004,1.68849383568,25.1258263284,15.7199369322,8.78677347218,320.349477354,113.511688232,750055682.995,750055692.995,0.610159052681,1.14259533736e-14,0.38827877945,32.0,0.549656752041,288.262745586,55.4657930756,7.05189514049e-16,1.6402836569e-15
469.840824753,417.29306283,348.0,7.08068328479e-16,5.98186202748,463.0,18.1379090206,2.4675021698,18.8220792297,3.18543177689,433.180755615,6.56198946039e-16,5.08305446979e-16,0.0489686802821,3.43722489553,750055702.988,441.85834875,0.985731223677,750055698.148,3.39060152271,0.79465983269,0.0512820026232,750055693.026,1.68857086846,25.1246026284,15.7594177042,8.78451587186,343.667604584,112.698913574,750055692.995,750055702.995,0.908313290108,1.10179332943e-14,0.487543420916,32.0,,289.210782656,53.4851130793,6.98463913678e-16,1.23226357766e-15
509.47020618,416.788938831,289.0,6.95119709265e-16,10.563287795,502.0,17.5205022194,2.57256611044,17.0541844392,16.2302879269,434.178649902,3.34343931294e-15,5.29948618751e-16,0.0470671061515,3.3743675207,750055712.969,367.067226758,0.985580240674,750055707.982,3.46875321368,0.205082474109,0.0492003087258,750055703.018,1.68974611658,25.1246362171,15.6701851501,8.7739034614,285.496731923,113.081481934,750055702.995,750055712.995,0.432188005685,1.19617070024e-14,0.308304332548,32.0,0.253057623423,288.947081865,58.0665388468,7.14563162019e-16,2.17603728578e-15
495.770411118,416.699613942,288.0,6.89247642696e-16,9.01397506361,488.0,17.6927091193,2.53828589646,17.1518942878,14.8334538533,435.786956787,3.05569149378e-15,5.2288689467e-16,0.0476990020506,3.34586234318,750055722.992,365.651011766,0.984559806063,750055718.155,3.44357493744,0.22083814654,0.0498912116986,750055712.998,1.69028080866,25.124340149,15.6995479041,8.77202306612,284.395231374,113.212478638,750055712.995,750055722.995,0.522574900735,1.16425485798e-14,0.351290716707,32.0,0.27753325217,289.011744891,56.5172261154,7.09376437113e-16,1.8568788631e-15
