22.17415	8.01957345428	-10.0359526653
21.07656	10.6152611222	-1.10948613771
20.6921	15.9513758739	0.350658990023
20.20212	18.7861502204	0.896163067915
22.779	26.1777482956	-0.628058780403
21.61781	31.8310183454	7.04432388569
21.45197	34.2275001488	-6.66754146116
18.32819	35.4119057024	-4.74617469824
20.09571	37.6565519343	-6.29085281889
21.2137	38.3289510825	-5.49438531789
20.30802	41.0517623757	-3.82785369909
22.23217	41.8638888055	-0.00728146796275
22.36972	42.3867159346	-1.11905093948
21.13068	111.86867267	42.013315573
21.06132	115.280648024	16.9771047985
21.18221	116.434232226	35.5662105971
20.66784	117.572081895	40.0784058072
21.68228	117.605383905	17.3639636015
20.30025	118.060822448	27.3057021339
21.68715	118.689848577	8.94885035999
15.57138	120.977386583	30.8647734525
20.6511	122.83974345	7.45254661476
20.48813	123.246165584	17.8709857151
21.0193	125.111636606	44.7129424609
21.15066	125.478588925	30.4337820239
20.58147	127.254035451	8.77927426768
21.82718	130.798819835	28.0224505252
21.08332	131.040589496	38.6573967903
20.88684	131.659524282	31.5732100177
21.41212	135.382730233	84.0038710056
21.19954	135.563716746	28.4367740964
21.63078	135.691052108	5.77139703591
21.31007	136.470432691	12.363702317
21.83735	137.623114273	22.8411744756
20.19623	138.568494897	0.696351735084
20.54897	142.51451581	5.8041097931
21.20799	143.485402338	19.2671060509
21.45426	143.697674669	26.2571264503
20.55802	144.026342539	14.1926858041
19.72474	144.146011771	60.3579529245
21.41639	149.449037081	16.6230514339
20.91576	149.826164536	15.6069222793
19.5311	152.97334092	6.28723680089
21.41349	153.402707448	7.6741837698
21.6605	153.56828276	53.8396279
21.72931	154.798997908	53.1956818518
21.78108	155.072549336	36.9235408149
21.8013	156.096780257	0.180653380748
21.01365	156.157715981	60.2025786599
20.99982	157.160439286	52.9475861291
20.48632	157.51854576	42.6641684017
21.38203	158.097049499	12.3708167515
20.43404	160.041682227	6.51218537321
20.65573	162.111936437	-0.015729000911
21.07344	162.390670344	13.805509896
19.49503	163.463373045	49.3685914225
20.4394	170.235168324	4.73199766519
20.92432	171.569634473	-1.02802313362
21.26154	171.585651663	9.02917260621
20.73617	173.763285684	-1.22839881837
19.261	182.143937821	13.5239009581
20.97558	183.39216333	68.1064699004
20.52417	184.335915267	55.566112115
19.73749	186.872567996	47.064928621
20.64771	194.918597192	51.3762287943
20.12325	196.821411924	-0.444194354479
20.85615	198.835955753	21.0628585353
21.91162	205.219601354	35.6203263148
20.22447	207.115542504	46.2904901004
20.51917	207.676843999	-0.334590998742
20.91011	212.286303276	17.0451742352
21.31993	213.299358756	8.88631705458
22.16805	225.578026427	42.4351737505
20.56183	225.846274302	-0.807739359485
21.04683	241.560076768	36.6427556645
20.54958	241.605708929	51.8783798251
20.65913	247.084355284	39.8188051559
21.75915	247.471771856	22.1095265438
20.29638	248.643753552	31.6875569988
21.11181	249.189452439	28.2091919928
20.61572	254.144736667	23.2148425806
21.57632	271.354493452	23.1206520374
20.79368	287.054163434	77.5082375502
21.44276	289.89107804	36.8369651328
21.71749	291.169532277	77.1551388625
19.75337	310.160090232	-1.03765565234
21.53467	313.671123688	2.94859791571
22.53145	336.76708217	27.6696361404
22.19412	349.828799022	52.5430227876
22.37351	353.166640806	27.4405926835
23.15093	356.892133019	21.0278978775
