PB_5670	0.095125	0.109931	2872.0
SDSSJ_000111.65+000342.6	0.298542	0.061833	2872.0
SDSSJ_000307.06+241211.6	0.779417	24.203222	1640.0
SDSSJ910_000426.61-003826.2	1.110875	0.640611	4297.0
MCT_0003-3509	1.486167	-34.885133	1356.0
SDSSJ_000607.88-010320.8	1.532833	-1.055778	3363.0
LBQS_0003+0053	1.594292	1.166369	4089.0
SDSSJ_000645.56+250738.5	1.689833	25.127361	3223.0
MCT_0004-2737	1.692708	-27.348167	1478.0
PG_0004+133	1.890667	13.599331	1702.0
PB_5749	1.908083	0.667967	8718.0
MCT_0013-3645	4.093542	-36.473478	3237.0
PB_5844	4.418833	-1.838592	2683.0
PG_0016+151	4.654792	15.364189	1605.0
HS_0016+0044	4.681292	1.023456	3094.0
SDSSJ_001844.33-093855.0	4.684708	-9.648611	2662.0
MCT_0018-3653	5.139667	-36.612367	3237.0
MCT_0019-2441	5.4945	-24.422506	1584.0
SDSSJ_002323.99-002953.3	5.849958	0.498139	24304.0
FBS_0021+418	5.980083	42.151361	1605.0
LBQS_0024-0042	6.689417	0.425331	4935.0
BPS_CS30339-49	6.719917	-35.567017	1617.0
PG_0024+133	6.759792	13.556703	3350.0
MCT_0025-3842	7.056417	-38.425592	1626.0
LBQS_0025-0210	7.122042	-1.895481	1678.0
SDSSJ_002852.25+135446.5	7.217708	13.912917	3350.0
PG_0026+047	7.287583	4.939953	5127.0
LBQS_0026-0043	7.29775	0.454639	4862.0
SDSSJ_003036.48+152455.9	7.652	15.415528	3254.0
PB_6025	8.2935	1.325956	2783.0
SDSSJ_003334.43+082934.8	8.393458	8.493	2716.0
MCT_0031-2724	8.474542	-27.140028	1479.0
SDSSJ_003641.60+242205.0	9.173333	24.368056	3631.0
SDSSJ_003650.41+082619.4	9.210042	8.438722	1653.0
SDSSJ_003658.85-104931.2	9.245208	-10.825333	1630.0
SDSSJ_003837.24+074400.8	9.655167	7.733556	1626.0
SDSSJ_003908.90+235726.1	9.787083	23.95725	3631.0
PG_0038+199	10.396792	20.154856	18585.0
PG_0039+049	10.525417	5.1565	1919.0
PG_0039+134	10.568917	13.761264	1658.0
SDSSJ_004233.42+004717.6	10.63925	0.788222	3308.0
HS_0039+4302	10.676542	43.316931	1695.0
GALEX_J00428-4413	10.701375	-44.22335	44118.0
HS_0040+4417	10.838292	44.573456	1695.0
GALEX_J004759.62+033742.88	11.998417	3.628578	1703.0
SDSSJ_004840.88-011547.4	12.170333	-1.263167	3256.0
FBS_B4	12.268542	39.839639	2972.0
SDSSJ_005004.00+150205.7	12.516667	15.034917	1967.0
GALEX_J00506-0925	12.6675	-9.429567	1654.0
FBS_0048+432A	12.731875	43.561611	1696.0
FBS_0048+432B	12.762083	43.568139	1696.0
KUV_00486-2016	12.766292	-19.999389	1628.0
PG_0048+004	12.779167	0.709192	3276.0
MCT_0049-3059	12.907042	-30.715608	1239.0
BD_-11162	13.062792	-10.662778	2492.0
LBQS_0052-0105	13.650167	0.827658	3273.0
PG_0055+016	14.602667	1.909864	4317.0
MCT_0056-2433	14.790083	-24.291317	1815.0
SDSSJ_005951.16-001619.7	14.963167	0.272139	654.0
MCT_0057-3134	14.984042	-31.309156	2003.0
PG_0057+155	14.985625	15.737031	1655.0
TON_S183	15.323167	-33.712608	16079.0
SDSSJ_010251.88+000435.8	15.716167	0.076611	3160.0
SDSSJ_010335.07+011553.4	15.896125	1.264833	6984.0
PG_0101+039	16.090292	4.227028	3363.0
FB_14	16.712667	-33.342017	1608.0
FBS_0104+367	16.739625	37.064167	1701.0
SDSSJ_011040.05-010057.5	17.666875	-1.015972	3339.0
PG_0111+177	18.439167	17.980292	1605.0
KUV_01118-2520	18.555417	-25.071878	2692.0
SDSSJ_011418.61-004913.6	18.577542	0.820444	15451.0
SDSSJ_011506.17+140513.5	18.775708	14.087083	1703.0
SDSSJ910_J011509.36-014609.1	18.789	-1.769194	1706.0
PG_0112+142	18.822542	14.471958	1703.0
SDSSJ910_011537.73+213757.2	18.907208	21.632556	1699.0
PG_0113+259	18.976042	26.233433	6688.0
GALEX_J01164+0603	19.113292	6.054231	1662.0
SDSSJ_011800.56+323322.9	19.502333	32.556361	1667.0
SDSSJ_011857.19-002546.5	19.738292	0.429583	2871.0
SDSSJ_012517.48-090113.2	21.322833	-9.020333	1664.0
MCT_0123-2808	21.388917	-27.884639	2390.0
FBS_0123+332	21.469583	33.430306	6700.0
SDSSJ_012602.52-004834.5	21.5105	0.809583	3135.0
HS_0127+3146	22.469292	32.036117	1692.0
SDSSJ_013021.51+070342.8	22.589625	7.061889	1632.0
PG_0132+151	23.783833	15.400942	13554.0
SDSSJ_013731.66+230015.2	24.381917	23.004222	1666.0
PG_0135+242	24.53625	24.503753	1627.0
MCT_0140-3555	25.583417	-35.673864	2457.0
FBS_0140+360	25.926708	36.25925	1694.0
SDSSJ_014531.86+010629.7	26.38275	1.10825	4856.0
PG_0142+148	26.414833	15.078192	1547.0
SDSSJ910_014908.87+011342.6	27.286958	1.2285	1658.0
GALEX_J01509+3107	27.726292	31.130497	1669.0
GALEX_J01513-7548	27.845292	-75.810592	797.0
SDSSJ910_015235.10+223122.8	28.14625	22.523	6402.0
LAMOST_J020001.63+140942.5	30.006792	14.161806	1663.0
PG_0200+131	30.67725	13.344714	1627.0
GALEX_J02069+1438	31.733667	14.649308	1649.0
