PB_5670	0.095125	0.109931	2872.0
SDSSJ_000111.65+000342.6	0.298542	0.061833	2872.0
SDSSJ_000307.06+241211.6	0.779417	24.203222	1640.0
SDSSJ910_000426.61-003826.2	1.110875	0.640611	4297.0
MCT_0003-3509	1.486167	-34.885133	1356.0
SDSSJ_000607.88-010320.8	1.532833	-1.055778	3363.0
LBQS_0003+0053	1.594292	1.166369	4089.0
SDSSJ_000645.56+250738.5	1.689833	25.127361	3223.0
MCT_0004-2737	1.692708	-27.348167	1478.0
PG_0004+133	1.890667	13.599331	1702.0
PB_5749	1.908083	0.667967	8718.0
MCT_0013-3645	4.093542	-36.473478	3237.0
PB_5844	4.418833	-1.838592	2683.0
PG_0016+151	4.654792	15.364189	1605.0
HS_0016+0044	4.681292	1.023456	3094.0
SDSSJ_001844.33-093855.0	4.684708	-9.648611	2662.0
MCT_0018-3653	5.139667	-36.612367	3237.0
MCT_0019-2441	5.4945	-24.422506	1584.0
SDSSJ_002323.99-002953.3	5.849958	0.498139	24304.0
FBS_0021+418	5.980083	42.151361	1605.0
