PB_5670_ZONE_1	https://plot.ly/~tboudreaux/380
PB_5670_ZONE_2	https://plot.ly/~tboudreaux/382
PB_5670_ZONE_3	https://plot.ly/~tboudreaux/384
PB_5670_ZONE_4	https://plot.ly/~tboudreaux/386
PB_5670_ZONE_5	https://plot.ly/~tboudreaux/388
SDSSJ_000111.65+000342.6_ZONE_1	https://plot.ly/~tboudreaux/390
SDSSJ_000111.65+000342.6_ZONE_2	https://plot.ly/~tboudreaux/392
SDSSJ_000111.65+000342.6_ZONE_3	https://plot.ly/~tboudreaux/394
SDSSJ_000111.65+000342.6_ZONE_4	https://plot.ly/~tboudreaux/396
SDSSJ_000307.06+241211.6_ZONE_1	https://plot.ly/~tboudreaux/398
SDSSJ_000307.06+241211.6_ZONE_2	https://plot.ly/~tboudreaux/400
SDSSJ_000307.06+241211.6_ZONE_3	https://plot.ly/~tboudreaux/402
SDSSJ_000307.06+241211.6_ZONE_4	https://plot.ly/~tboudreaux/404
SDSSJ_000307.06+241211.6_ZONE_5	https://plot.ly/~tboudreaux/406
SDSSJ_000307.06+241211.6_ZONE_6	https://plot.ly/~tboudreaux/408
SDSSJ_000307.06+241211.6_ZONE_7	https://plot.ly/~tboudreaux/410
SDSSJ910_000426.61-003826.2_ZONE_1	https://plot.ly/~tboudreaux/412
SDSSJ910_000426.61-003826.2_ZONE_2	https://plot.ly/~tboudreaux/414
SDSSJ910_000426.61-003826.2_ZONE_3	https://plot.ly/~tboudreaux/416
SDSSJ910_000426.61-003826.2_ZONE_4	https://plot.ly/~tboudreaux/418
SDSSJ910_000426.61-003826.2_ZONE_5	https://plot.ly/~tboudreaux/420
MCT_0003-3509_ZONE_1	https://plot.ly/~tboudreaux/422
MCT_0003-3509_ZONE_2	https://plot.ly/~tboudreaux/424
MCT_0003-3509_ZONE_3	https://plot.ly/~tboudreaux/426
MCT_0003-3509_ZONE_4	https://plot.ly/~tboudreaux/428
MCT_0003-3509_ZONE_5	https://plot.ly/~tboudreaux/430
SDSSJ_000607.88-010320.8_ZONE_1	https://plot.ly/~tboudreaux/432
SDSSJ_000607.88-010320.8_ZONE_2	https://plot.ly/~tboudreaux/434
SDSSJ_000607.88-010320.8_ZONE_3	https://plot.ly/~tboudreaux/436
LBQS_0003+0053_ZONE_1	https://plot.ly/~tboudreaux/438
LBQS_0003+0053_ZONE_2	https://plot.ly/~tboudreaux/440
LBQS_0003+0053_ZONE_3	https://plot.ly/~tboudreaux/442
LBQS_0003+0053_ZONE_4	https://plot.ly/~tboudreaux/444
LBQS_0003+0053_ZONE_5	https://plot.ly/~tboudreaux/446
LBQS_0003+0053_ZONE_6	https://plot.ly/~tboudreaux/448
LBQS_0003+0053_ZONE_7	https://plot.ly/~tboudreaux/450
LBQS_0003+0053_ZONE_8	https://plot.ly/~tboudreaux/452
LBQS_0003+0053_ZONE_9	https://plot.ly/~tboudreaux/454
SDSSJ_000645.56+250738.5_ZONE_1	https://plot.ly/~tboudreaux/456
SDSSJ_000645.56+250738.5_ZONE_2	https://plot.ly/~tboudreaux/458
SDSSJ_000645.56+250738.5_ZONE_3	https://plot.ly/~tboudreaux/460
SDSSJ_000645.56+250738.5_ZONE_4	https://plot.ly/~tboudreaux/462
SDSSJ_000645.56+250738.5_ZONE_5	https://plot.ly/~tboudreaux/464
SDSSJ_000645.56+250738.5_ZONE_6	https://plot.ly/~tboudreaux/466
SDSSJ_000645.56+250738.5_ZONE_7	https://plot.ly/~tboudreaux/468
SDSSJ_000645.56+250738.5_ZONE_8	https://plot.ly/~tboudreaux/470
SDSSJ_000645.56+250738.5_ZONE_9	https://plot.ly/~tboudreaux/472
SDSSJ_000645.56+250738.5_ZONE_10	https://plot.ly/~tboudreaux/474
SDSSJ_000645.56+250738.5_ZONE_11	https://plot.ly/~tboudreaux/476
SDSSJ_000645.56+250738.5_ZONE_12	https://plot.ly/~tboudreaux/478
SDSSJ_000645.56+250738.5_ZONE_13	https://plot.ly/~tboudreaux/480
MCT_0004-2737_ZONE_1	https://plot.ly/~tboudreaux/482
MCT_0004-2737_ZONE_2	https://plot.ly/~tboudreaux/484
PG_0004+133_ZONE_1	https://plot.ly/~tboudreaux/486
PG_0004+133_ZONE_2	https://plot.ly/~tboudreaux/488
PG_0004+133_ZONE_3	https://plot.ly/~tboudreaux/490
PG_0004+133_ZONE_4	https://plot.ly/~tboudreaux/492
PB_5749_ZONE_1	https://plot.ly/~tboudreaux/494
PB_5749_ZONE_2	https://plot.ly/~tboudreaux/496
PB_5749_ZONE_3	https://plot.ly/~tboudreaux/498
PB_5749_ZONE_4	https://plot.ly/~tboudreaux/500
PB_5749_ZONE_5	https://plot.ly/~tboudreaux/502
PB_5749_ZONE_6	https://plot.ly/~tboudreaux/504
PB_5749_ZONE_7	https://plot.ly/~tboudreaux/506
PB_5749_ZONE_8	https://plot.ly/~tboudreaux/508
PB_5749_ZONE_9	https://plot.ly/~tboudreaux/510
PB_5749_ZONE_10	https://plot.ly/~tboudreaux/512
PB_5749_ZONE_11	https://plot.ly/~tboudreaux/514
MCT_0013-3645_ZONE_1	https://plot.ly/~tboudreaux/516
MCT_0013-3645_ZONE_2	https://plot.ly/~tboudreaux/518
MCT_0013-3645_ZONE_3	https://plot.ly/~tboudreaux/520
MCT_0013-3645_ZONE_4	https://plot.ly/~tboudreaux/522
MCT_0013-3645_ZONE_5	https://plot.ly/~tboudreaux/524
MCT_0013-3645_ZONE_6	https://plot.ly/~tboudreaux/526
MCT_0013-3645_ZONE_7	https://plot.ly/~tboudreaux/528
MCT_0013-3645_ZONE_8	https://plot.ly/~tboudreaux/530
PB_5844_ZONE_1	https://plot.ly/~tboudreaux/532
PB_5844_ZONE_2	https://plot.ly/~tboudreaux/534
PB_5844_ZONE_3	https://plot.ly/~tboudreaux/536
PB_5844_ZONE_4	https://plot.ly/~tboudreaux/538
PG_0016+151_ZONE_1	https://plot.ly/~tboudreaux/540
HS_0016+0044_ZONE_1	https://plot.ly/~tboudreaux/542
HS_0016+0044_ZONE_2	https://plot.ly/~tboudreaux/544
HS_0016+0044_ZONE_3	https://plot.ly/~tboudreaux/546
HS_0016+0044_ZONE_4	https://plot.ly/~tboudreaux/548
SDSSJ_001844.33-093855.0_ZONE_1	https://plot.ly/~tboudreaux/550
SDSSJ_001844.33-093855.0_ZONE_2	https://plot.ly/~tboudreaux/552
SDSSJ_001844.33-093855.0_ZONE_3	https://plot.ly/~tboudreaux/554
SDSSJ_001844.33-093855.0_ZONE_4	https://plot.ly/~tboudreaux/556
SDSSJ_001844.33-093855.0_ZONE_5	https://plot.ly/~tboudreaux/558
MCT_0018-3653_ZONE_1	https://plot.ly/~tboudreaux/560
MCT_0018-3653_ZONE_2	https://plot.ly/~tboudreaux/562
MCT_0018-3653_ZONE_3	https://plot.ly/~tboudreaux/564
